parentSKU,SKU,name,slug,description,class,price,salePrice,taxonomies.productType,featuredImage,thumbnail,images,stockQuantity,totalSales,taxonomies.disc-type,attributes.color,attributes.plastic,attributes.rimColor,netWeight,taxonomies.brand,attributes.fade,attributes.glide,attributes.inboundsId,attributes.speed,attributes.turn
,BLACKHOLE_PRACTICE,Black HoleŠÜ¢ Practice,mvp-black-hole-practice,"<strong>Manufacturer's Description:</strong>
The Black HoleŠÜ¢ Practice is designed for high quality, light weight, and affordability.
<ul>
	<li>Seamless Matte <span class=""il"">Black</span> color</li>
	<li>Electrophoresed first stage followed with tough powder coated outer shell for extra durability and protection</li>
	<li>24 high visibility zinc coated light duty chain</li>
	<li>12 outer and 12 inner chains equidistantly oriented for zero weak pockets - reducing cut throughs and pole bounces</li>
	<li>Built to standard PDGA height and size regulation</li>
	<li>Sturdy all metal construction, all joints welded</li>
	<li>Durable all metal wire top chain rack - 25.5"" regulation diameter</li>
	<li>Uniquely engineered design - assembles or disassembles in under 1 minute</li>
	<li>Compact easily transportable disassembled unit</li>
	<li>Threaded tension connections for a sturdy assembly without any distracting wobble or play</li>
	<li>Standard load distributed base</li>
	<li>21"" outer chain tier diameter, 15"" inner chain tier diameter</li>
	<li>26 lbs. + 1.5 lbs packaging</li>
</ul>",Simple Product,134.95,,Baskets,https://hyzershop.com/wp-content/uploads/BlackHolePractice.jpg,https://hyzershop.com/wp-content/uploads/BlackHolePractice-e1455426868699-150x144.jpg,,,0,,,,,,MVP Disc Sports,,,,,
,MVP_TRIPODSTOOL,Tripod Stool,tripod-stool,"<strong>Manufacturer's Description:</strong>
<ul>
	<li>Compact camping tripod <span class=""il"">stool</span> design</li>
	<li>MVP orbit logo on seat</li>
	<li>Black hardware and fabric with white print</li>
	<li>265 lbs. Weight limit</li>
	<li>16"" Seated height</li>
</ul>",Simple Product,15.99,,Accessories|Recommended for Cart,https://hyzershop.com/wp-content/uploads/MVP-Tripod-Stool.jpg,https://hyzershop.com/wp-content/uploads/MVP-Tripod-Stool-150x150.jpg,https://hyzershop.com/wp-content/uploads/MVP-Tripod-Stool.jpg,0,1,,,,,,MVP Disc Sports,,,,,
,NUCLEUS,Nucleus Tournament Bag,mvp-nucleus-tournament-bag,"<strong>Manufacturer's Description:</strong>
<ul>
	<li>Holds 18-22 discs (including 2 in front putter pocket)</li>
	<li>Black primary fabric with bold color accents (lime, pink, red, royal, yellow, slate, white, orange, or teal)</li>
	<li>Attachments available for included shoulder strap, or for MVP Back Straps</li>
	<li>Rigid padded bottom</li>
	<li>Rigid and thickly padded walls</li>
	<li>2 Insulated drink holders</li>
	<li>Screen printed accented MVP bar logo</li>
	<li>2 Internal velcro dividers</li>
	<li>4 Ball feet to keep off ground and extend the life of the bottom</li>
	<li>2 Full size zippered side compartments</li>
	<li>2 Quick access side pouches (great for a few minis, phone, keys, etc.)</li>
	<li>Adjustable shoulder strap included</li>
	<li>Pencil holder next to putter pocket</li>
	<li>Small utility pocket next to putter pocket</li>
	<li>Zippered pouch inside of the zippered side compartment</li>
	<li>High quality materials and craftsmanship</li>
	<li>Protected with a <a href=""http://mvpdiscsports.com/disc-golf-bags/bag-warranty-policy"" target=""_blank"">Limited Lifetime Warranty</a></li>
</ul>",Variable,54.95,54.95,Bags,https://hyzershop.com/wp-content/uploads/mvp-nucleus-yellow.jpg,https://hyzershop.com/wp-content/uploads/mvp-nucleus-yellow-150x150.jpg,https://hyzershop.com/wp-content/uploads/mvp-nucelus-pink.jpg|https://hyzershop.com/wp-content/uploads/mvp-nucleus-lime.jpg|https://hyzershop.com/wp-content/uploads/mvp-nucleus-orange.jpg|https://hyzershop.com/wp-content/uploads/mvp-nucleus-red.jpg|https://hyzershop.com/wp-content/uploads/mvp-nucleus-royal.jpg|https://hyzershop.com/wp-content/uploads/mvp-nucleus-slate.jpg|https://hyzershop.com/wp-content/uploads/mvp-nucleus-teal.jpg|https://hyzershop.com/wp-content/uploads/mvp-nucleus-white.jpg|https://hyzershop.com/wp-content/uploads/mvp-nucleus-yellow.jpg,9,0,,,,,,MVP Disc Sports,,,,,
NUCLEUS,NUCLEUS_ORANGE,Nucleus Tournament Bag - bag color: Orange,product-259-variation,,Variation,54.95,,Bags,https://hyzershop.com/wp-content/uploads/mvp-nucleus-orange.jpg,https://hyzershop.com/wp-content/uploads/mvp-nucleus-orange-150x150.jpg,,1,,,,,,,MVP Disc Sports,,,,,
NUCLEUS,NUCLEUS_PINK,Nucleus Tournament Bag - bag color: Pink,product-259-variation-2,,Variation,54.95,,Bags,https://hyzershop.com/wp-content/uploads/mvp-nucelus-pink.jpg,https://hyzershop.com/wp-content/uploads/mvp-nucelus-pink-150x150.jpg,,1,,,,,,,MVP Disc Sports,,,,,
NUCLEUS,NUCLEUS_RED,Nucleus Tournament Bag - bag color: Red,product-259-variation-3,,Variation,54.95,,Bags,https://hyzershop.com/wp-content/uploads/mvp-nucleus-red.jpg,https://hyzershop.com/wp-content/uploads/mvp-nucleus-red-150x150.jpg,,1,,,,,,,MVP Disc Sports,,,,,
NUCLEUS,NUCLEUS_YELLOW,Nucleus Tournament Bag - bag color: Yellow,product-259-variation-4,,Variation,54.95,,Bags,https://hyzershop.com/wp-content/uploads/mvp-nucleus-yellow.jpg,https://hyzershop.com/wp-content/uploads/mvp-nucleus-yellow-150x150.jpg,,1,,,,,,,MVP Disc Sports,,,,,
NUCLEUS,NUCLEUS_LIME,Nucleus Tournament Bag - bag color: Lime,product-259-variation-5,,Variation,54.95,,Bags,https://hyzershop.com/wp-content/uploads/mvp-nucleus-lime.jpg,https://hyzershop.com/wp-content/uploads/mvp-nucleus-lime-150x150.jpg,,1,,,,,,,MVP Disc Sports,,,,,
NUCLEUS,NUCLEUS_ROYAL,Nucleus Tournament Bag - bag color: Royal,product-259-variation-6,,Variation,54.95,,Bags,https://hyzershop.com/wp-content/uploads/mvp-nucleus-royal.jpg,https://hyzershop.com/wp-content/uploads/mvp-nucleus-royal-150x150.jpg,,1,,,,,,,MVP Disc Sports,,,,,
NUCLEUS,NUCLEUS_TEAL,Nucleus Tournament Bag - bag color: Teal,product-259-variation-7,,Variation,54.95,,Bags,https://hyzershop.com/wp-content/uploads/mvp-nucleus-teal.jpg,https://hyzershop.com/wp-content/uploads/mvp-nucleus-teal-150x150.jpg,,1,,,,,,,MVP Disc Sports,,,,,
NUCLEUS,NUCLEUS_WHITE,Nucleus Tournament Bag - bag color: White,product-259-variation-8,,Variation,54.95,,Bags,https://hyzershop.com/wp-content/uploads/mvp-nucleus-white.jpg,https://hyzershop.com/wp-content/uploads/mvp-nucleus-white-150x150.jpg,,1,,,,,,,MVP Disc Sports,,,,,
NUCLEUS,NUCLEUS_SLATE,Nucleus Tournament Bag - bag color: Slate,product-259-variation-9,,Variation,54.95,,Bags,https://hyzershop.com/wp-content/uploads/mvp-nucleus-slate.jpg,https://hyzershop.com/wp-content/uploads/mvp-nucleus-slate-150x150.jpg,,1,,,,,,,MVP Disc Sports,,,,,
,BEAKER,Beaker Competition Bag,mvp-beaker-competition-bag,"<strong>Manufacturer's Description:</strong>
<ul>
	<li>Holds 12-15 discs (including 1-2 discs in front putter pocket depending on disc depth)</li>
	<li>Bold color fabric (lime, pink, red, or royal blue) with black accents</li>
	<li>Attachments available for included shoulder strap, or for MVP Back Straps</li>
	<li>Rigid padded bottom</li>
	<li>Insulated drink holder</li>
	<li>Screen printed accented MVP bar logo</li>
	<li>2 Internal velcro dividers</li>
	<li>4 Ball feet to keep off ground and extend the life of the bottom</li>
	<li>1 Full size zippered side compartment (fits 2 discs)</li>
	<li>1 Quick access side pouch</li>
	<li>Side slit pouch for score card and mini</li>
	<li>Adjustable shoulder strap included</li>
	<li>High quality materials and craftsmanship</li>
	<li>Protected with a <a href=""http://mvpdiscsports.com/disc-golf-bags/bag-warranty-policy"" target=""_blank"">Limited Lifetime Warranty</a></li>
</ul>",Variable,34.95,34.95,Bags,https://hyzershop.com/wp-content/uploads/MVP-Beaker-Bag-blue.jpg,https://hyzershop.com/wp-content/uploads/MVP-Beaker-Bag-blue-150x150.jpg,https://hyzershop.com/wp-content/uploads/MVP-Beaker-Bag-lime.jpg|https://hyzershop.com/wp-content/uploads/MVP-Beaker-Bag-blue.jpg,2,0,,,,,,MVP Disc Sports,,,,,
BEAKER,BEAKER_LIME,Beaker Competition Bag - bag color: Lime,product-266-variation,,Variation,34.95,,Bags,https://hyzershop.com/wp-content/uploads/MVP-Beaker-Bag-lime.jpg,https://hyzershop.com/wp-content/uploads/MVP-Beaker-Bag-lime-150x150.jpg,,1,,,,,,,MVP Disc Sports,,,,,
BEAKER,BEAKER_ROYAL,Beaker Competition Bag - bag color: Royal,product-266-variation-2,,Variation,34.95,,Bags,https://hyzershop.com/wp-content/uploads/MVP-Beaker-Bag-blue.jpg,https://hyzershop.com/wp-content/uploads/MVP-Beaker-Bag-blue-150x150.jpg,,1,,,,,,,MVP Disc Sports,,,,,
,VECTOR,Vector,mvp-vector,"<strong>Manufacturer's Description:Î¾</strong>The Vector is a slightly overstable midrange that holds a long straight line with a slow predictable fade.Î¾For high and medium power throwers alike, the Vector's bead allows for added stability so you can trust it to hold straight lines in the wind.Î¾If there is too much wind for the <a href=""http://stage.hyzershop.com/product/mvp-axis/"">Axis</a> to get the job done, the Vector is a great choice.",Variable,14.00-17.00,14.00-17.00,Discs,https://hyzershop.com/wp-content/uploads/mvp-vector-proton-17581.png,https://hyzershop.com/wp-content/uploads/mvp-vector-proton-17581-150x150.png,https://hyzershop.com/wp-content/uploads/mvp-vector-eclipse-17351.png|https://hyzershop.com/wp-content/uploads/mvp-vector-eclipse-17671.png|https://hyzershop.com/wp-content/uploads/mvp-vector-neutron-17381.png|https://hyzershop.com/wp-content/uploads/mvp-vector-neutron-17761.png|https://hyzershop.com/wp-content/uploads/mvp-vector-proton-17581.png|https://hyzershop.com/wp-content/uploads/mvp-vector-proton-17601.png,6,0,Mid-Ranges,Blue|Light Blue|Light Pink|Neon Pink|Neon Yellow|Purple,Eclipse Proton|Neutron|Proton,Black|White,173.5g|173.8g|175.8g|176.0g|176.7g|177.6g,MVP Disc Sports,2,4,5112998,5,0
VECTOR,VECTOR_ECLIPSE_1767,"Vector - Color: light-pink, Plastic: eclipse-proton, Rim Color: white, Scaled Weight: 176-7g",product-327-variation,,Variation,17,,Discs,https://hyzershop.com/wp-content/uploads/mvp-vector-eclipse-17671.png,https://hyzershop.com/wp-content/uploads/mvp-vector-eclipse-17671-150x150.png,,1,,,Light Pink,Eclipse Proton,White,176.7g,MVP Disc Sports,,,,,
VECTOR,VECTOR_ECLIPSE_1735,"Vector - Color: neon-pink, Plastic: eclipse-proton, Rim Color: white, Scaled Weight: 173-5g",product-327-variation-2,,Variation,17,,Discs,https://hyzershop.com/wp-content/uploads/mvp-vector-eclipse-17351.png,https://hyzershop.com/wp-content/uploads/mvp-vector-eclipse-17351-150x150.png,,1,,,Neon Pink,Eclipse Proton,White,173.5g,MVP Disc Sports,,,,,
VECTOR,VECTOR_NEUTRON_1776,"Vector - Color: blue, Plastic: neutron, Rim Color: black, Scaled Weight: 177-6g",product-327-variation-3,,Variation,15,,Discs,https://hyzershop.com/wp-content/uploads/mvp-vector-neutron-17761.png,https://hyzershop.com/wp-content/uploads/mvp-vector-neutron-17761-150x150.png,,1,,,Blue,Neutron,Black,177.6g,MVP Disc Sports,,,,,
VECTOR,VECTOR_NEUTRON_1738,"Vector - Color: neon-yellow, Plastic: neutron, Rim Color: black, Scaled Weight: 173-8g",product-327-variation-4,,Variation,15,,Discs,https://hyzershop.com/wp-content/uploads/mvp-vector-neutron-17381.png,https://hyzershop.com/wp-content/uploads/mvp-vector-neutron-17381-150x150.png,,1,,,Neon Yellow,Neutron,Black,173.8g,MVP Disc Sports,,,,,
VECTOR,VECTOR_PROTON_1760,"Vector - Color: light-blue, Plastic: proton, Rim Color: black, Scaled Weight: 176-0g",product-327-variation-5,,Variation,14,,Discs,https://hyzershop.com/wp-content/uploads/mvp-vector-proton-17601.png,https://hyzershop.com/wp-content/uploads/mvp-vector-proton-17601-150x150.png,,1,,,Light Blue,Proton,Black,176.0g,MVP Disc Sports,,,,,
VECTOR,VECTOR_PROTON_1758,"Vector - Color: purple, Plastic: proton, Rim Color: black, Scaled Weight: 175-8g",product-327-variation-6,,Variation,14,,Discs,https://hyzershop.com/wp-content/uploads/mvp-vector-proton-17581.png,https://hyzershop.com/wp-content/uploads/mvp-vector-proton-17581-150x150.png,,1,,,Purple,Proton,Black,175.8g,MVP Disc Sports,,,,,
,RELAY,Relay,mvp-relay,"<strong>Manufacturer's Description:Î¾</strong>The Relay is our first driver with a 16mm rim, which is traditionally the most narrow-rimmed class for a true driver wing profile, before getting into midrange territory. For this reason some throwers may think of the Relay as a long midrange or shorter distance driver. The narrow wing of the Relay makes it easy for newer players to get it up to speed.Î¾Advanced throwers can expect a straight-to-turning flight from the Relay if thrown flat, or a flip-up-to-flat line if thrown with hyzer. Beginner and average throwers can expect for more of their launch angle to hold throughout the flight with the Relay.",Variable,15,15,Discs,https://hyzershop.com/wp-content/uploads/mvp-relay-neutron-16631.png,https://hyzershop.com/wp-content/uploads/mvp-relay-neutron-16631-150x150.png,https://hyzershop.com/wp-content/uploads/mvp-relay-neutron-16631.png|https://hyzershop.com/wp-content/uploads/mvp-relay-neutron-17301.png,2,0,Fairway Drivers,Light Blue|Red,Neutron,,166.3g|173.0g,MVP Disc Sports,1,5,3067915,6,-2
RELAY,RELAY_NEUTRON_1730,"Relay - Color: light-blue, Plastic: neutron, Scaled Weight: 173-0g",product-348-variation,,Variation,15,,Discs,https://hyzershop.com/wp-content/uploads/mvp-relay-neutron-17301.png,https://hyzershop.com/wp-content/uploads/mvp-relay-neutron-17301-150x150.png,,1,,,Light Blue,Neutron,,173.0g,MVP Disc Sports,,,,,
RELAY,RELAY_NEUTRON_1663,"Relay - Color: red, Plastic: neutron, Scaled Weight: 166-3g",product-348-variation-2,,Variation,15,,Discs,https://hyzershop.com/wp-content/uploads/mvp-relay-neutron-16631.png,https://hyzershop.com/wp-content/uploads/mvp-relay-neutron-16631-150x150.png,,1,,,Red,Neutron,,166.3g,MVP Disc Sports,,,,,
,RESISTOR,Resistor,mvp-resistor,"<strong>Manufacturer's Description:</strong>
The Resistor's flight path is characterized by its overstable flight.
It has an extended GYROŠÜ¢ push which delays the strong fade for high power throwers. Average power throwers will observe a earlier prominant fade.
The Resistor is designed for accurate overstable placement shorts.
Its workable overstability will cover your vital fairway shots where reliability is needed.",Variable,15,15,Discs,https://hyzershop.com/wp-content/uploads/mvp-resistor-neutron-17261.png,https://hyzershop.com/wp-content/uploads/mvp-resistor-neutron-17261-150x150.png,https://hyzershop.com/wp-content/uploads/mvp-resistor-neutron-16431.png|https://hyzershop.com/wp-content/uploads/mvp-resistor-neutron-17261.png,1,1,Fairway Drivers,Neon Yellow|White,Neutron,,164.3g|172.6g,MVP Disc Sports,3,3,310113,6,0
RESISTOR,RESISTOR_NEUTRON_1726,"Resistor - Color: white, Plastic: neutron, Scaled Weight: 172-6g",product-360-variation,,Variation,15,,Discs,https://hyzershop.com/wp-content/uploads/mvp-resistor-neutron-17261.png,https://hyzershop.com/wp-content/uploads/mvp-resistor-neutron-17261-150x150.png,,1,,,White,Neutron,,172.6g,MVP Disc Sports,,,,,
RESISTOR,RESISTOR_NEUTRON_1643,"Resistor - Color: neon-yellow, Plastic: neutron, Scaled Weight: 164-3g",product-360-variation-2,,Variation,15,,Discs,https://hyzershop.com/wp-content/uploads/mvp-resistor-neutron-16431.png,https://hyzershop.com/wp-content/uploads/mvp-resistor-neutron-16431-150x150.png,,0,,,Neon Yellow,Neutron,,164.3g,MVP Disc Sports,,,,,
,SERVO,Servo,mvp-servo,"<strong>Manufacturer's Description:</strong>
The Servo's flight path is characterized by its reduced lateral movement and broad power handling.
Low- and average-power throwers will find a very straight flight that carries for a long time with a forward penetrating fade. Power throwers will achieve a subtle turnover followed by a long glide phase.
Its workable stability will cover a wide range of fairway driving needs.",Variable,15,15,Discs,https://hyzershop.com/wp-content/uploads/mvp-servo-neutron-16301.png,https://hyzershop.com/wp-content/uploads/mvp-servo-neutron-16301-150x150.png,https://hyzershop.com/wp-content/uploads/mvp-servo-neutron-16301.png|https://hyzershop.com/wp-content/uploads/mvp-servo-neutron-17191.png,,2,Fairway Drivers,Hot Pink|Pastel Yellow,Neutron,,163.0g|171.9g,MVP Disc Sports,2,5,7873140,6,0
SERVO,SERVO_NEUTRON_1630,"Servo - Color: pastel-yellow, Plastic: neutron, Scaled Weight: 163-0g",product-365-variation,,Variation,15,,Discs,https://hyzershop.com/wp-content/uploads/mvp-servo-neutron-16301.png,https://hyzershop.com/wp-content/uploads/mvp-servo-neutron-16301-150x150.png,,0,,,Pastel Yellow,Neutron,,163.0g,MVP Disc Sports,,,,,
SERVO,SERVO_NEUTRON_1719,"Servo - Color: hot-pink, Plastic: neutron, Scaled Weight: 171-9g",product-365-variation-2,,Variation,15,,Discs,https://hyzershop.com/wp-content/uploads/mvp-servo-neutron-17191.png,https://hyzershop.com/wp-content/uploads/mvp-servo-neutron-17191-150x150.png,,0,,,Hot Pink,Neutron,,171.9g,MVP Disc Sports,,,,,
,SWITCH,Switch,mvp-switch,"<strong>Manufacturer's Description:</strong>
The SwitchŠ—Ès flight path is characterized by its reduced lateral movement and its low power handling.
Low-power throwers will find a very straight flight that carries for a long time with a small forward penetrating fade. Medium- to high-power throwers will achieve a smooth reliable turnover followed by a long glide phase and straight finish.
This disc will be a novice player's dream disc to cover most of their fairway needs.",Variable,15,15,Discs,https://hyzershop.com/wp-content/uploads/mvp-switch-neutron-16341.png,https://hyzershop.com/wp-content/uploads/mvp-switch-neutron-16341-150x150.png,https://hyzershop.com/wp-content/uploads/mvp-switch-neutron-16341.png|https://hyzershop.com/wp-content/uploads/mvp-switch-neutron-17491.png,1,1,Fairway Drivers,Green|White,Neutron,,163.4g|174.9g,MVP Disc Sports,1,5,2302014,6,-1
SWITCH,SWITCH_NEUTRON_1749,"Switch - Color: white, Plastic: neutron, Scaled Weight: 174-9g",product-370-variation,,Variation,15,,Discs,https://hyzershop.com/wp-content/uploads/mvp-switch-neutron-17491.png,https://hyzershop.com/wp-content/uploads/mvp-switch-neutron-17491-150x150.png,,1,,,White,Neutron,,174.9g,MVP Disc Sports,,,,,
SWITCH,SWITCH_NEUTRON_1634,"Switch - Color: green, Plastic: neutron, Scaled Weight: 163-4g",product-370-variation-2,,Variation,15,,Discs,https://hyzershop.com/wp-content/uploads/mvp-switch-neutron-16341.png,https://hyzershop.com/wp-content/uploads/mvp-switch-neutron-16341-150x150.png,,0,,,Green,Neutron,,163.4g,MVP Disc Sports,,,,,
,SHOCK,Shock,mvp-shock,"<strong>Manufacturer's Description:</strong>
The ShockŠ—Ès defining flight characteristics include its lack of turn and its strong dependable fade.
For both powerful throwers and headwind throws, the shock will exhibit minimal turn and will fade harder than a <a href=""http://stage.hyzershop.com/product/mvp-volt/"">Volt</a>.
The Shock's overstability is designed for reliable placement shots in windy conditions, and has the ability to hook or skip around obstacles.
When there's too much wind for the Volt to get the job done, the Shock is ready to perform.",Variable,15,15,Discs,https://hyzershop.com/wp-content/uploads/mvp-shock-neutron-17301.png,https://hyzershop.com/wp-content/uploads/mvp-shock-neutron-17301-150x150.png,https://hyzershop.com/wp-content/uploads/mvp-shock-neutron-17231.png|https://hyzershop.com/wp-content/uploads/mvp-shock-neutron-17301.png,1,1,Fairway Drivers,Light Blue|Light Purple,Neutron,,172.3g|173.0g,MVP Disc Sports,3,5,4321230,8,0
SHOCK,SHOCK_NEUTRON_1723,"Shock - Color: light-blue, Plastic: neutron, Scaled Weight: 172-3g",product-375-variation,,Variation,15,,Discs,https://hyzershop.com/wp-content/uploads/mvp-shock-neutron-17231.png,https://hyzershop.com/wp-content/uploads/mvp-shock-neutron-17231-150x150.png,,0,,,Light Blue,Neutron,,172.3g,MVP Disc Sports,,,,,
SHOCK,SHOCK_NEUTRON_1730,"Shock - Color: light-purple, Plastic: neutron, Scaled Weight: 173-0g",product-375-variation-2,,Variation,15,,Discs,https://hyzershop.com/wp-content/uploads/mvp-shock-neutron-17301.png,https://hyzershop.com/wp-content/uploads/mvp-shock-neutron-17301-150x150.png,,1,,,Light Purple,Neutron,,173.0g,MVP Disc Sports,,,,,
,AMP,Amp,mvp-amp,"<strong>Manufacturer's Description:Î¾</strong>The AmpŠ—Ès defining flight characteristics include a controllable turn and and minimal fade.Î¾Average throwers will get straight stable lines with a subtle fade. High power throwers will achieve more neutral lines with more turn and less fade.Î¾The Amp's controlled turn allows power throwers to get a larger turnover phase than the <a href=""http://stage.hyzershop.com/product/mvp-volt/"">Volt</a>, along with reduced fade for distant placement shots that desire it.Î¾With its controlled turn and fade, players can choose the Amp for more distant placement shots.",Variable,14.00-17.00,14.00-17.00,Discs|Recommended for Bag|Recommended for Cart,https://hyzershop.com/wp-content/uploads/mvp-amp-plasma-17541.png,https://hyzershop.com/wp-content/uploads/mvp-amp-plasma-17541-150x150.png,https://hyzershop.com/wp-content/uploads/mvp-amp-eclipse-17341.png|https://hyzershop.com/wp-content/uploads/mvp-amp-proton-172521.png|https://hyzershop.com/wp-content/uploads/mvp-amp-proton-17251.png|https://hyzershop.com/wp-content/uploads/mvp-amp-plasma-17541.png|https://hyzershop.com/wp-content/uploads/mvp-amp-plasma-16791.png|https://hyzershop.com/wp-content/uploads/mvp-amp-neutron-17491.png|https://hyzershop.com/wp-content/uploads/mvp-amp-neutron-17411.png|https://hyzershop.com/wp-content/uploads/mvp-amp-eclipse-17441.png,7,1,Fairway Drivers,Blue|Hot Pink|Light Blue|Light Green|Neon Yellow|Pink|Yellow,Eclipse Proton|Neutron|Plasma|Proton,Black|White,167.9g|172.5g|173.4g|174.1g|174.4g|174.9g|175.4g,MVP Disc Sports,1,6,4193232,8,-2
AMP,AMP_PROTON_1725(2),"Amp - Color: light-blue, Plastic: proton, Rim Color: black, Scaled Weight: 172-5g",product-400-variation,,Variation,14,,Discs|Recommended for Bag|Recommended for Cart,https://hyzershop.com/wp-content/uploads/mvp-amp-proton-172521.png,https://hyzershop.com/wp-content/uploads/mvp-amp-proton-172521-150x150.png,,1,,,Light Blue,Proton,Black,172.5g,MVP Disc Sports,,,,,
AMP,AMP_PROTON_1725,"Amp - Color: neon-yellow, Plastic: proton, Rim Color: black, Scaled Weight: 172-5g",product-400-variation-2,,Variation,14,,Discs|Recommended for Bag|Recommended for Cart,https://hyzershop.com/wp-content/uploads/mvp-amp-proton-17251.png,https://hyzershop.com/wp-content/uploads/mvp-amp-proton-17251-150x150.png,,1,,,Neon Yellow,Proton,Black,172.5g,MVP Disc Sports,,,,,
AMP,AMP_ECLIPSE_1734,"Amp - Color: neon-yellow, Plastic: eclipse-proton, Rim Color: white, Scaled Weight: 173-4g",product-400-variation-3,,Variation,17,,Discs|Recommended for Bag|Recommended for Cart,https://hyzershop.com/wp-content/uploads/mvp-amp-eclipse-17341.png,https://hyzershop.com/wp-content/uploads/mvp-amp-eclipse-17341-150x150.png,,1,,,Neon Yellow,Eclipse Proton,White,173.4g,MVP Disc Sports,,,,,
AMP,AMP_ECLIPSE_1744,"Amp - Color: light-green, Plastic: eclipse-proton, Rim Color: white, Scaled Weight: 174-4g",product-400-variation-4,,Variation,17,,Discs|Recommended for Bag|Recommended for Cart,https://hyzershop.com/wp-content/uploads/mvp-amp-eclipse-17441.png,https://hyzershop.com/wp-content/uploads/mvp-amp-eclipse-17441-150x150.png,,1,,,Light Green,Eclipse Proton,White,174.4g,MVP Disc Sports,,,,,
AMP,AMP_NEUTRON_1749,"Amp - Color: blue, Plastic: neutron, Rim Color: black, Scaled Weight: 174-9g",product-400-variation-5,,Variation,15,,Discs|Recommended for Bag|Recommended for Cart,https://hyzershop.com/wp-content/uploads/mvp-amp-neutron-17491.png,https://hyzershop.com/wp-content/uploads/mvp-amp-neutron-17491-150x150.png,,1,,,Blue,Neutron,Black,174.9g,MVP Disc Sports,,,,,
AMP,AMP_NEUTRON_1741,"Amp - Color: hot-pink, Plastic: neutron, Rim Color: black, Scaled Weight: 174-1g",product-400-variation-6,,Variation,15,,Discs|Recommended for Bag|Recommended for Cart,https://hyzershop.com/wp-content/uploads/mvp-amp-neutron-17411.png,https://hyzershop.com/wp-content/uploads/mvp-amp-neutron-17411-150x150.png,,1,,,Hot Pink,Neutron,Black,174.1g,MVP Disc Sports,,,,,
AMP,AMP_PLASMA_1679,"Amp - Color: yellow, Plastic: plasma, Rim Color: black, Scaled Weight: 167-9g",product-400-variation-7,,Variation,16,,Discs|Recommended for Bag|Recommended for Cart,https://hyzershop.com/wp-content/uploads/mvp-amp-plasma-16791.png,https://hyzershop.com/wp-content/uploads/mvp-amp-plasma-16791-150x150.png,,0,,,Yellow,Plasma,Black,167.9g,MVP Disc Sports,,,,,
AMP,AMP_PLASMA_1754,"Amp - Color: pink, Plastic: plasma, Rim Color: black, Scaled Weight: 175-4g",product-400-variation-8,,Variation,16,,Discs|Recommended for Bag|Recommended for Cart,https://hyzershop.com/wp-content/uploads/mvp-amp-plasma-17541.png,https://hyzershop.com/wp-content/uploads/mvp-amp-plasma-17541-150x150.png,,1,,,Pink,Plasma,Black,175.4g,MVP Disc Sports,,,,,
,MOTION,Motion,mvp-motion,"<strong>Manufacturer's Description:</strong>
The Motion's flight path is characterized by a turn-resistant straight push followed by a smooth lateral fade.
Low- and average-power throwers will find a utility overstable driver with guaranteed fade. Power throwers will achieve an immensely torque- and wind-resistant flight with a fade finish.
Its stubborn refusal to flip makes the Motion an easy choice for mitigating circumstances on the course.",Variable,15,15,Discs,https://hyzershop.com/wp-content/uploads/mvp-motion-neutron-16801.png,https://hyzershop.com/wp-content/uploads/mvp-motion-neutron-16801-150x150.png,https://hyzershop.com/wp-content/uploads/mvp-motion-neutron-16801.png|https://hyzershop.com/wp-content/uploads/mvp-motion-neutron-17171.png,2,0,Distance Drivers,Red|White,Neutron,,168.0g|171.7g,MVP Disc Sports,4,4,131017,11,0
MOTION,MOTION_NEUTRON_1680,"Motion - Color: red, Plastic: neutron, Scaled Weight: 168-0g",product-417-variation,,Variation,15,,Discs,https://hyzershop.com/wp-content/uploads/mvp-motion-neutron-16801.png,https://hyzershop.com/wp-content/uploads/mvp-motion-neutron-16801-150x150.png,,1,,,Red,Neutron,,168.0g,MVP Disc Sports,,,,,
MOTION,MOTION_NEUTRON_1717,"Motion - Color: white, Plastic: neutron, Scaled Weight: 171-7g",product-417-variation-2,,Variation,15,,Discs,https://hyzershop.com/wp-content/uploads/mvp-motion-neutron-17171.png,https://hyzershop.com/wp-content/uploads/mvp-motion-neutron-17171-150x150.png,,1,,,White,Neutron,,171.7g,MVP Disc Sports,,,,,
